business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open
_5LVUuZDjdiDS4wSFDhdVA,"Avivah Wax Spa","929 De Mun Ave",Clayton,MO,63105,38.634243,-90.309804,5.0,20,1
_5olmRs7XAlpOlArCfr7gg,"The White Roach","5704 Magazine St","New Orleans",LA,70115,29.921342,-90.118207,4.5,8,1
_5pcT_sQEZQ-0Rfc15j-QQ,"Save A Lot","803 Blackwood Clementon Rd",Lindenwold,NJ,08021,39.805034,-75.021470,3.0,5,1
_5pmGD1gT-KfikJMqkeucg,"Fairfield Inn & Suites by Marriott Mt. Laurel","350 Century Pkwy","Mount Laurel",NJ,08054,39.928635,-74.961181,2.5,30,1
_5pT2HdDs9rKiIYvO_csCA,Predella,"932 S 10th St",Philadelphia,PA,19147,39.938303,-75.159796,4.5,10,0
_5rx2qVN9rkiohyzfdlo0A,"P.F. Chang's","25 The Blvd Saint Louis","Richmond Heights",MO,63117,38.634515,-90.345298,3.0,237,0
_5upOB7cqNMY0ZAZCBVqOA,AutoZone,"200 Starkey Rd",Largo,FL,33771,27.915263,-82.763069,4.5,8,1
_5vE7CRfcUPHLIDixqtrMg,"Neshaminy Mall","707 Neshaminy Mall",Bensalem,PA,19020,40.139465,-74.955658,3.5,60,1
_5vtTWXU_LqVzKmuGZKveg,"Brewer Heating & Cooling","9500 Shelbyville Rd",Indianapolis,IN,46259,39.631605,-85.998961,5.0,5,1
_5WyW7OsgEkEkBk96zwH2Q,"Crystal Nails","1402 N Dupont Hwy","New Castle",DE,19720,39.689015,-75.581694,2.0,9,1
_5xODDATgNfz7rNYdtLmrw,IHOP,"805 S Collins St","Plant City",FL,33563,28.007564,-82.121760,3.5,16,1
_5yJIN7Hk0ul6JWtCxGrYw,"VCA Causeway Animal Hospital","1315 N Causeway Blvd",Metairie,LA,70001,29.984722,-90.155518,4.0,37,1
_5YJq7mUvTasNQhVb192UA,"Associated Dental Care - Tucson N Campbell","3250 N Campbell, Ste 116",Tucson,AZ,85719,32.266162,-110.943284,2.0,33,1
_5YKKrnxZ60H_VqtX3k-jw,"Philly Pub 'n Grub","2001 Hamilton St",Philadelphia,PA,19130,39.963000,-75.172451,2.5,42,0
_5YYdX2mGUfEymf-O8CgNQ,"Your Pot's Desire","6511 Delmar Blvd","Saint Louis",MO,63130,38.655924,-90.304502,2.0,6,0
_5ZyrboEvdEyOg2a5cgEpg,"Tony's Pizza & Italian Restaurant","9605 111 Avenue NW",Edmonton,AB,"T5G 0A9",53.559091,-113.489837,4.0,98,1
_61CLj2WP5jA6X3SDDlrrg,"Tang's Halal Chinese Restaurant","2223 Ridge Ave",Philadelphia,PA,19121,39.980255,-75.171765,4.5,31,1
_63cmxCZdWUDMk6HK1uQhg,Starbucks,"2833 Gulf To Bay Blvd",Clearwater,FL,33759,27.960456,-82.719950,3.0,15,1
_69Q6f_Whq0M8Z9HpkRctg,"Tropical Smoothie Cafe","2911 N Dale Mabry Hwy",Tampa,FL,33607,27.965480,-82.503711,2.0,13,1
_6A-vMw12vryDpFRy5vhuQ,"Redlands Grill by J. Alexander's","913 Dale Mabry Hwy",Tampa,FL,33609,27.951955,-82.504039,4.0,390,1
_6BDxk8486ZYiRwpPmQewg,"Limestone BBQ and Bourbon","2062 Limestone Rd",Wilmington,DE,19808,39.721929,-75.657441,4.0,174,1
_6BiItGONFUlzOYEYBMFkA,"Trolley Tap House","1616 Delaware Ave",Wilmington,DE,19806,39.757530,-75.562259,3.5,78,1
_6bIZ-KkfdWzoZpyoM_Qzw,"Ktvb-Idaho's Newschannel 7 NBC","5407 W Fairview Ave",Boise,ID,83706,43.618533,-116.248475,2.0,5,1
_6BKEY4ZLO1F6a3-yUWsSg,"Wat Buddhametta","1133 S Swan Rd",Tucson,AZ,85711,32.208604,-110.891668,4.5,9,1
_6BPCsncWRTAXs-8B5PAow,"Panda Express","501 Brandon Town Center Dr",Brandon,FL,33511,27.928168,-82.325617,2.5,7,0
_6d1V7JWBCewgnX0e7jO-g,Jumpers,"Ridley Creek Plz","Newtown Square",PA,19073,39.973942,-75.457809,4.5,42,1
_6dsh7utF8eTVG4ItJ59AA,"Handy Green Home Solutions","3983 S McCarran Blvd, Ste 403",Reno,NV,89502,39.477397,-119.763552,5.0,7,1
_6fsNuGA3W4mkDZhxWVWXA,"Welsh Subaru","105 W Ridge Pike",Limerick,PA,19468,40.218926,-75.507425,4.5,7,0
_6Iw4dgSxyoINHgtjruu3Q,"Mini Super Pars","9312 34 Ave NW",Edmonton,AB,"T6E 5X8",53.466586,-113.475167,3.5,5,1
_6jVdQZV-8sFvfJXP-l4FQ,"Safari Club International","4800 W Gates Pass Rd",Tucson,AZ,85745,32.234735,-111.066999,4.5,5,1
_6Jy0ZH6nqh2k2iefGfYBA,"Panaderia Oaxaquena Bakery","3617 E 10th St",Indianapolis,IN,46201,39.781155,-86.104728,4.5,10,1
_6K0l9oY5ETQuA4rb6CunQ,Hardee's,"400 S Cartwright",Goodlettsville,TN,37072,36.322546,-86.707746,2.0,18,1
_6p_j0UL7ST3b2nvHw82eA,"REBAR COFFEE + KTCHN","214 State St","Santa Barbara",CA,93101,34.414441,-119.691916,4.0,160,0
_6QJBXB4SWXtjLcsKGFMRw,Flavour,"1522 Demonbreun St",Nashville,TN,37203,36.153147,-86.790337,3.5,8,0
_6s7vdfm8qMfD8sUpQzIbQ,"Gulf Way Inn","2275 Gulf To Bay Blvd",Clearwater,FL,33765,27.960459,-82.742836,1.5,6,1
_6SXM4fJM7DtMy-ySEYlmg,"Kiehl's Since 1851","1625 Chestnut St",Philadelphia,PA,19103,39.951854,-75.167956,3.5,23,1
_6umpuMa82PwWpQ9Tz9Raw,"Autopros Towing","5011 N Coolidge Ave",Tampa,FL,33614,27.992647,-82.516741,1.5,23,1
_6UZVYaDbOVSCkCwSYM8Iw,JCPenney,"50 Hampton Village Plaza","Saint Louis",MO,63109,38.591675,-90.292524,4.0,9,0
_6woRce_3sGy5zDrpbM4Vg,"Park Place Tire & Auto Center","2841 Tchoupitoulas St","New Orleans",LA,70115,29.920388,-90.079572,4.0,80,1
_6xXhCMXk7NIwUIm60A6uw,"Children's Medical Clinic - Santa Barbara","15 E Arrellaga St, Ste 1 and 2","Santa Barbara",CA,93101,34.427743,-119.709137,3.0,26,1
_6Y3SxBvr_NUDBI0eLowLA,"A Fork in the Road","200 Broadway St","New Orleans",LA,70118,29.931433,-90.132943,3.0,7,0
_7_ZYh1lQkVvmogQyn4HAw,"Tarelli Custom Tailors","1639 S Broad St",Philadelphia,PA,19148,39.929444,-75.168267,5.0,5,0
_7-Guu9X_ymel2xAXDdVhQ,"RH Outlet Clearwater","21315 US Highway 19 N",Clearwater,FL,33765,27.966202,-82.728750,2.5,6,1
_71WZL5izRxgFgu-nKsD5w,"Sunny Discount Liquor","2900 Clear Acre Ln, Ste L",Reno,NV,89512,39.557279,-119.790584,3.5,5,1
_72FLH0VN5iUei4G3s5mYw,"Boom Hair Salon","1441 E Fletcher Ave, Ste 131",Tampa,FL,33612,28.069197,-82.443813,3.0,69,1
_72lSqRdaLhMngyq-d4OiQ,"Burger King","80 East Bridge Street","Spring City",PA,19475,40.181872,-75.546434,1.5,7,0
_7849WzN9IkhmO-CRjWctg,Walgreens,"3910 E 22nd St",Tucson,AZ,85711,32.206274,-110.908903,2.5,12,1
_78BRhM7B3sNy8OvCNgBPw,"China Inn","9613 N College Ave",Indianapolis,IN,46280,39.928428,-86.145216,3.5,37,1
_78Lam9Jd0W6ZmnHTvdjMg,"Armature Works","1910 N Ola Ave",Tampa,FL,33602,27.961234,-82.463734,4.5,1119,1
_7aHvKh1QkE2n6ZY5gooWg,Reign,"1122 Washington Ave","St Louis",MO,63101,38.631231,-90.195934,3.5,21,0
_7As90cYT2bcRKCEPBi23A,Würk,"214 W Commercial Row",Reno,NV,89501,39.527569,-119.816760,3.5,17,0
_7asVsEzx1kdkNxvdxCQbw,"Tucson Reptile Rescue","844 S 6th Ave",Tucson,AZ,85701,32.210922,-110.968827,3.5,5,0
_7b9HAH2lJoeLfHTldZ9hA,"Signature by Joseph Lentini","116 S 19th St",Philadelphia,PA,19103,39.962440,-75.199930,3.0,8,0
_7Be16X5HVe4ypieLii4Ow,"Las Fuentes","680 N US Hwy 67",Florissant,MO,63031,38.798051,-90.335613,3.5,69,1
_7bSxlQbj51wn5_0DouyKg,"Glauser Joel L PC","4753 E Street Rd","Feasterville Trevose",PA,19053,40.137155,-74.983182,4.5,7,1
_7cf56aKblR62Jwor53Nlw,"Circle K","1801 Concord Pike",Wilmington,DE,19803,39.786067,-75.545297,3.5,5,1
_7D1CjVqSSz637-WzDs6kg,"Desert Refrigeration & Auto Service","3675 N Romero Rd",Tucson,AZ,85705,32.274058,-111.003649,5.0,8,1
_7E6QvonrYOm5LU7By9DLA,"Wendy's Alterations","2105 W Newport Pike",Wilmington,DE,19804,39.716203,-75.638328,5.0,9,1
_7eE2TYHM6D_qmvavrWF6g,"Bliss Salon & Color Studio","19 N 7th St",Perkasie,PA,18944,40.375269,-75.295038,3.5,9,1
_7EnH5l_oCZyu407yuvNEQ,"Tacos Mexigo","307 Ridge Rd",Claymont,DE,19703,39.812732,-75.443450,3.5,26,1
_7eSRvQCHCyagRNZMCXP0A,"Echelon Glen Apartments","314-4 Echelon Rd",Voorhees,NJ,08043,39.848123,-74.990471,1.5,9,1
_7fOf6X-6dmBgPhAA73kpQ,"LIT Cigar & Martini Lounge","908 N Franklin St",Tampa,FL,33602,27.951691,-82.459917,3.0,17,1
_7g89aWLTv3kS5xsNcX8Gw,"China One","4316 6th St S","Saint Petersburg",FL,33705,27.729341,-82.639019,3.5,9,1
_7JgkeNoRn_p7EOj2ZPs-Q,"New Orleans Perspectives","1340 Poydras St, Ste 1440","New Orleans",LA,70112,29.951039,-90.077341,5.0,6,1
_7JOYqzF0z1hO-aaFOOQpg,"Mac's Automotive & Radiator Repair","4500 W Chinden Blvd",Boise,ID,83714,43.635577,-116.256776,4.5,15,1
_7ks3u-qZsOTKBrXKcA1Ow,"Empire Beauty School","3810 E Southport Rd",Indianapolis,IN,46237,39.666471,-86.100669,2.5,14,1
_7lj5Anv74yWRA_JphK__Q,"Palladium Theatre","253 5th Ave N","Saint Petersburg",FL,33701,27.777826,-82.636823,4.0,17,1
_7Lmzf_J3_Ms2yfB0Fgkgw,"Spa Zeta","7435 N Oracle Rd, Ste 101",Tucson,AZ,85704,32.342149,-110.977707,5.0,6,0
_7LPHpXK4RvXDc_q-7okvA,"Wild Birds Unlimited","3956 E 82nd St",Indianapolis,IN,46240,39.909399,-86.098423,5.0,14,1
_7NL4U1qm18RRm1XylZ7wA,Dury's,"1027 Murfreesboro Pike",Nashville,TN,37217,36.128171,-86.713127,3.5,39,0
_7prozPko8rsK-XPFjf5LA,"The Rockin Redhead","1960 Cherokee St","Saint Louis",MO,63118,38.592585,-90.220764,4.5,6,1
_7pYY0TS3Wao2_jnQ1LBBQ,"Marco's Pizzeria","2102 S Eagle Rd",Newtown,PA,18940,40.230271,-74.941343,3.0,64,1
_7REb0hX0RbhSEqdtYycFg,"Impriano Roofing & Siding","3048 W Chester Pike",Broomall,PA,19008,39.983652,-75.376696,4.5,10,1
_7TAm2XyzahdDRDDE-Xb8A,Dunkin',"10250 Page Ave",Overland,MO,63114,38.690901,-90.386977,2.0,11,1
_7TCTh2SxoJTgtLcBwn5GA,"Banfield Pet Hospital","62 Centerton Rd","Mt Laurel",NJ,08054,39.969663,-74.910093,3.5,5,1
_7txbYafymgB-xqbsdWJjA,"Jinxed Fishtown","1331 Frankford Ave",Philadelphia,PA,19125,39.971126,-75.134061,4.5,22,1
_7V_3b2dSSVIXqVMJwGmoQ,"Golden Cuisine","679 N Broad St",Philadelphia,PA,19123,39.965834,-75.160398,3.0,57,1
_7V9Yr8VCMlLzykAo-Lhnw,"Cafe 251","251 N Illinois St, Ste 140",Indianapolis,IN,46204,39.771071,-86.159226,4.5,26,1
_7vwC7qyeKBJmc4yYcQrGA,"Berta Sawyer","306 York Rd",Jenkintown,PA,19046,40.095466,-75.125595,4.0,5,1
_7wLfTpbf-1O7zS3uzzHEA,"Harry's Beach Bar","5300 Gulf Blvd","St. Pete Beach",FL,33706,27.727213,-82.742865,4.0,32,0
_7wNcARcLtZWDeurAa6H5g,"Spirits of '76 Ghost Tours","325 Chestnut St",Philadelphia,PA,19106,39.949088,-75.147154,3.0,15,1
_7X0f9VLowKqH-wtrWwTuw,"CD Roma's","1280 66th St N","Saint Petersburg",FL,33710,27.784188,-82.728704,5.0,7,0
_8_j8KRNtHtGoG6q6q_5lw,Walgreens,"152 E Lancaster Ave",Paoli,PA,19301,40.041371,-75.477138,2.5,6,1
_81CVazPnxJel7IWP0m22w,"Image Sun Tanning Center","6843 N Strawberry Glen Rd, Ste 130",Boise,ID,83714,43.660103,-116.284992,4.5,6,0
_862ur1CNEtAr72r2DQmUA,"Roberts Camera","12761 Old Meridian St",Carmel,IN,46032,39.973661,-86.149237,4.0,29,0
_88ao0DzRuxYjU-Hp2G05Q,"Top Shelf Lounge","5564 Market St",Philadelphia,PA,19139,39.960694,-75.232626,4.0,9,1
_8A-0knz2yjMX5XlevSRow,"Ross Dress for Less","9240 S Houghton Rd",Tucson,AZ,85747,32.084070,-110.774411,2.0,5,1
_8awHDOi2io_Gtd_tGqkNw,"Excel Medical Imaging","5626 Gulf Dr","New Port Richey",FL,34652,28.238283,-82.721015,2.5,17,1
_8BCclqN21WvzvaLcqgUxg,"Brain Freeze Ice Cream Parlor","99 W Main St",Moorestown,NJ,08057,39.963444,-74.948437,4.5,13,1
_8bELjUz5tnftBbXAxKyjA,Starbucks,"9616 Manchester Rd","St. Louis",MO,63119,38.608365,-90.367276,3.5,34,1
_8c3ykQczPF77-qaOSks1Q,"Zano Cars","2005 S Alvernon Way",Tucson,AZ,85711,32.199124,-110.909044,2.5,10,1
_8cLL7stUAkPpWLBI09GHA,"Amigos restaurant & Pizza","576 Cottman Ave",Cheltenham,PA,19012,40.068244,-75.096311,4.5,6,1
_8d7yWDfgN12tMgekjPNjA,"Huff Appliance Service","1314 Woodland St",Nashville,TN,37206,36.177347,-86.746091,3.0,11,1
_8DE1Zl3AOqn0pyAmGcKmg,"Super Sports & Scuba","7129 US Hwy 19","New Port Richey",FL,34652,28.261100,-82.728497,4.0,8,1
_8dFWEVSVxU6nIW3yM0xRA,"Panda Express","1504 W U.S. 50",O'Fallon,IL,62269,38.592413,-89.948247,2.5,54,1
_8DMOJZoJnX4WPgqEdEUsg,"Taqueria El Gallo de Sinaloa","6841 S Craycroft Rd",Tucson,AZ,85756,32.127491,-110.874719,3.5,7,1
_8ElK2w-AM3J1BYy9rAFjA,"Purolator Courier","17718 114 Avenue NW",Edmonton,AB,"T5S 2N4",53.563925,-113.624720,2.0,8,1
_8EZt3JUPQ9dlCLY3NSrqg,"Carshop - Chester Springs","21 Pottstown Pike","Chester Springs",PA,19425,40.072665,-75.684065,3.0,70,1
_8fsFNmqNmsPTd1tkCHLzQ,"Family Dermatology","525 Jamestown St, Ste 206",Philadelphia,PA,19128,40.028175,-75.208751,1.5,10,1
_8GP2wBnG2CdmZKHmpz8ng,"Haddonfield Fine Jewelers","116 Kings Hwy E",Haddonfield,NJ,08033,39.896946,-75.033454,5.0,18,1
_8GPLch3GAnhOmymvG947w,"Lola's Bowl and Bistro","9045 Crawfordsville Rd",Clermont,IN,46234,39.815703,-86.322560,3.5,28,0
_8HapUnPIj89zPIr_sEdAA,"Hadleys Catering and Events","4700 Lebanon Pike",Hermitage,TN,37076,36.216895,-86.591920,3.0,77,0
_8igh2mxuHZTOnm0k2MT_Q,"Why Not? Cafe And Bar","8534 109 Street NW",Edmonton,AB,"T6G 1E5",53.521658,-113.512299,4.5,13,1
_8JJHa6fHX8kXkww7KMN6g,"Peggy Sterling, OD","29154 Chapel Park Dr","Wesley Chapel",FL,33543,28.239436,-82.332406,2.5,9,1
_8JQBGQYH-JhNdKT035mDg,"Cryan John S Jewelers","673 2nd Street Pike",Southampton,PA,18966,40.173508,-75.043797,4.5,9,1
_8JrzxWYNODeyo2rDCR_IQ,"Dolan's Irish Pub","630 Rt 130 S",Burlington,NJ,08016,40.070945,-74.866419,3.5,41,0
_8MkUoObdLpakXbCobbKxA,"Pure Eatery","1043 Virginia Ave, Ste 3",Indianapolis,IN,46203,39.752734,-86.140862,4.0,357,0
_8mrg8d1KWWND8fMAQVqRQ,"Sal's On 12th","200 S 12th St",Philadelphia,PA,19107,39.948431,-75.160772,2.5,15,0
_8QkK3WwGxNnn54Q1VTTcA,"Leneghan's Crusader Inn","7412 Frankford Ave",Philadelphia,PA,19136,40.038263,-75.037615,5.0,5,1
_8S2COsrFi5nJwbx6EPFhQ,"CBD REVOLUTION","10202 E Washington St, Ste 446",Indianapolis,IN,46229,39.779389,-85.986320,4.0,5,1
_8Smw4aJmDN0gGKdr02Knw,"Carmel Family Dentistry","370 Medical Dr, Ste E",Carmel,IN,46032,39.960770,-86.120631,4.0,12,1
_8SSuIhSyhsVl8p9CsLGCQ,"Chic Nails & Spa","817 N 2nd St",Philadelphia,PA,19123,39.963352,-75.140597,4.0,106,1
_8sT3VfmHCwu8AXk73e4Hg,"Art Nails","8315 E Washington St",Indianapolis,IN,46219,39.772782,-86.020436,3.0,12,1
_8uqfnMGPK0YHO1qc6c7vQ,"Pizza Haven","122 E Brandon Blvd",Brandon,FL,33511,27.938661,-82.284714,4.5,87,1
_8VtR-ZfG4-WeDjeI7cEXA,"The UPS Store","9511 Chef Menteur Hwy, Ste 109","New Orleans",LA,70127,30.017209,-89.975059,3.5,6,1
_8Wi-FvM3z0itovHLtDUuw,"Fresh Works of Warminster","348 York Rd",Warminster,PA,18974,40.200089,-75.101127,4.0,16,0
_8Wq8lh2uJoMTftYtNAC3w,"Saige Cafe","1631 Wallace St",Philadelphia,PA,19130,39.965803,-75.165451,2.5,26,0
_8XdNPiCJmrbehZr5nRyfA,"Taco Bell","2456 McMullen Booth Rd",Clearwater,FL,33759,28.009960,-82.708940,3.0,20,1
_8Y8tsvMmwCkT3xrlmWbNg,"Advance Auto Parts","3823 S Dale Mabry Hwy",Tampa,FL,33611,27.907515,-82.506665,4.0,8,1
_8yGCHO9xX7J6bWRB3oNwA,"Sunshine Cafe","207 W Ridge Pike",Royersford,PA,19468,40.224083,-75.514704,4.0,81,1
_8YjZsIqyk9kSpWey7BftA,"BJ's Custom Auto Upholstery","8624 N Florida Ave",Tampa,FL,33604,28.028748,-82.459791,4.5,11,1
_8zIpeRbMVwwyuUngyuemA,"Cafe De Manila","1575 Vassar St",Reno,NV,89502,39.513801,-119.787902,3.5,110,0
_9_aqbw4ak8qFskzxHxrpQ,"University Family Fun Center","4006 Spruce St",Philadelphia,PA,19104,39.951538,-75.203486,4.0,38,1
_91owoeF7Ab9hnLgVBsLXg,EvelineCharles,"11100 - 51 Avenue, Suite 601",Edmonton,AB,"T6H 4M9",53.485515,-113.513543,2.0,20,0
_92GOLKC_FWTNaDIg7VVbA,"City Farmhouse","117 3rd Ave N",Franklin,TN,37064,35.925910,-86.869727,3.5,6,1
_9347lfomXNjr2Sq0YMk8g,"CopyRight Printing Systems","5708 Hollister Ave",Goleta,CA,93117,34.435936,-119.823249,4.0,5,1
_94_FAiPqGauzHfa4SahcA,"Blue Fugu","4615 Gulf Blvd, Ste 210","St. Pete Beach",FL,33706,27.721591,-82.738486,3.5,133,1
_94pflFSusXDrv5sk8jQoA,"Peter Piper Pizza","7621 N Oracle Rd",Tucson,AZ,85704,32.345452,-110.976341,3.5,11,0
_95ZY2UZrasSfuoDD_E1YA,"Suki Hana","132 Christiana Mall, Ste 1477",Newark,DE,19702,39.678752,-75.651730,3.0,50,1
_980W4Bu_9ZrtnIbdZMDuA,"Integrity Limousine Services","10667 Andrade Dr",Zionsville,IN,46077,39.942010,-86.243892,4.0,23,1
_98csRGckqIKkWy89T881g,"Toto's Tacos Restaurant","1118 W St Marys Rd",Tucson,AZ,85745,32.229832,-110.989448,4.5,16,1
